imageId,age,gender,combine
453,85,0,85-0
454,55,0,55-0
455,35,0,35-0
456,30,0,30-0
457,35,1,35-1
458,55,0,55-0
459,50,0,50-0
460,55,0,55-0
461,45,1,45-1
462,60,0,60-0
463,75,1,75-1
464,55,0,55-0
465,45,0,45-0
466,70,0,70-0
467,40,0,40-0
468,50,0,50-0
469,85,0,85-0
470,25,1,25-1
471,55,0,55-0
472,30,1,30-1
473,25,0,25-0
474,60,1,60-1
475,70,1,70-1
476,30,1,30-1
477,50,0,50-0
478,30,1,30-1
479,55,1,55-1
480,60,1,60-1
481,60,1,60-1
482,20,0,20-0
483,45,0,45-0
484,50,0,50-0
485,45,1,45-1
486,45,0,45-0
487,75,1,75-1
488,50,1,50-1
489,45,0,45-0
490,40,1,40-1
491,60,0,60-0
492,40,1,40-1
493,45,1,45-1
494,70,1,70-1
495,35,0,35-0
496,40,1,40-1
497,40,1,40-1
498,20,1,20-1
499,65,1,65-1
500,80,1,80-1
501,45,0,45-0
502,65,1,65-1
503,45,0,45-0
504,40,0,40-0
505,70,0,70-0
506,40,0,40-0
507,45,0,45-0
508,65,1,65-1
509,70,0,70-0
510,40,0,40-0
511,60,0,60-0
512,20,0,20-0
513,65,0,65-0
514,25,1,25-1
515,70,0,70-0
516,35,1,35-1
517,80,0,80-0
518,65,1,65-1
519,70,0,70-0
520,45,1,45-1
521,45,1,45-1
522,35,0,35-0
523,35,0,35-0
524,50,1,50-1
525,30,0,30-0
526,30,0,30-0
527,80,0,80-0
528,30,1,30-1
529,75,1,75-1
530,25,1,25-1
531,75,1,75-1
532,85,1,85-1
533,70,1,70-1
534,15,1,15-1
535,70,0,70-0
536,35,0,35-0
537,60,1,60-1
538,55,0,55-0
539,50,1,50-1
540,20,0,20-0
541,80,0,80-0
542,55,1,55-1
543,40,0,40-0
544,35,1,35-1
545,45,1,45-1
546,45,1,45-1
547,20,0,20-0
548,55,0,55-0
549,35,0,35-0
550,60,0,60-0
551,50,1,50-1
552,70,0,70-0
553,55,1,55-1
554,50,1,50-1
555,60,0,60-0
556,35,1,35-1
557,75,0,75-0
558,60,0,60-0
559,60,1,60-1
560,65,0,65-0
561,15,1,15-1
562,65,0,65-0
563,55,1,55-1
564,55,0,55-0
565,65,1,65-1
566,60,0,60-0
567,80,1,80-1
568,20,0,20-0
569,70,0,70-0
570,40,1,40-1
571,50,0,50-0
572,60,0,60-0
573,55,1,55-1
574,25,1,25-1
575,40,0,40-0
576,25,0,25-0
577,65,0,65-0
578,65,1,65-1
579,25,0,25-0
580,50,0,50-0
581,25,1,25-1
582,80,1,80-1
583,60,0,60-0
584,85,0,85-0
585,60,0,60-0
586,40,1,40-1
587,65,1,65-1
588,60,0,60-0
589,20,0,20-0
590,60,0,60-0
591,45,1,45-1
592,60,0,60-0
593,60,0,60-0
594,35,1,35-1
595,75,0,75-0
596,40,1,40-1
597,60,1,60-1
598,65,1,65-1
599,55,1,55-1
600,60,1,60-1
601,55,1,55-1
602,55,0,55-0
603,40,0,40-0
604,55,1,55-1
605,65,1,65-1
606,60,1,60-1
607,25,1,25-1
608,65,1,65-1
609,60,1,60-1
610,65,0,65-0
611,25,1,25-1
612,55,0,55-0
613,25,1,25-1
614,55,0,55-0
615,60,1,60-1
616,45,0,45-0
617,60,0,60-0
618,35,0,35-0
619,20,1,20-1
620,65,1,65-1
621,55,1,55-1
622,35,1,35-1
623,70,1,70-1
624,60,1,60-1
625,80,0,80-0
626,50,0,50-0
627,55,1,55-1
628,50,1,50-1
629,35,0,35-0
630,50,0,50-0
631,85,1,85-1
632,25,1,25-1
633,20,1,20-1
634,65,0,65-0
635,65,1,65-1
636,75,1,75-1
637,85,0,85-0
638,45,1,45-1
639,80,1,80-1
640,55,1,55-1
641,35,1,35-1
642,25,0,25-0
643,55,1,55-1
644,30,1,30-1
645,25,1,25-1
646,65,0,65-0
647,85,0,85-0
648,75,0,75-0
649,65,1,65-1
650,65,1,65-1
651,65,1,65-1
652,45,0,45-0
653,65,0,65-0
654,55,1,55-1
655,45,0,45-0
656,25,0,25-0
657,60,1,60-1
658,50,0,50-0
659,45,1,45-1
660,85,1,85-1
661,55,1,55-1
662,80,1,80-1
663,35,1,35-1
664,20,0,20-0
665,15,0,15-0
666,35,0,35-0
667,20,1,20-1
668,70,1,70-1
669,25,1,25-1
670,40,1,40-1
671,25,0,25-0
672,35,0,35-0
673,60,1,60-1
674,75,1,75-1
675,35,1,35-1
676,40,1,40-1
677,20,1,20-1
678,65,1,65-1
679,30,0,30-0
680,55,0,55-0
681,80,1,80-1
682,85,0,85-0
683,35,1,35-1
684,50,1,50-1
685,20,1,20-1
686,55,0,55-0
687,25,0,25-0
688,70,1,70-1
689,65,1,65-1
690,70,1,70-1
691,45,1,45-1
692,45,0,45-0
693,25,1,25-1
694,75,0,75-0
695,85,1,85-1
696,35,1,35-1
697,35,0,35-0
698,80,0,80-0
699,15,1,15-1
700,85,1,85-1
701,65,0,65-0
702,60,1,60-1
703,85,1,85-1
704,30,1,30-1
705,50,1,50-1
706,70,1,70-1
707,65,0,65-0
708,60,0,60-0
709,55,0,55-0
710,60,0,60-0
711,50,0,50-0
712,85,1,85-1
713,40,0,40-0
714,60,1,60-1
715,30,1,30-1
716,20,0,20-0
717,20,1,20-1
718,45,0,45-0
719,25,1,25-1
720,25,1,25-1
721,55,1,55-1
722,35,1,35-1
723,60,0,60-0
724,40,1,40-1
725,40,0,40-0
726,30,1,30-1
727,50,0,50-0
728,25,1,25-1
729,30,0,30-0
730,80,0,80-0
731,80,1,80-1
732,40,1,40-1
733,55,0,55-0
734,50,0,50-0
735,25,1,25-1
736,70,1,70-1
737,65,1,65-1
738,60,1,60-1
739,55,0,55-0
740,50,1,50-1
741,60,0,60-0
742,60,1,60-1
743,30,0,30-0
744,45,0,45-0
745,20,1,20-1
746,70,0,70-0
747,50,1,50-1
748,80,0,80-0
749,15,0,15-0
750,60,1,60-1
751,20,0,20-0
752,40,1,40-1
753,70,0,70-0
754,65,1,65-1
755,40,0,40-0
756,20,0,20-0
757,20,0,20-0
758,50,0,50-0
759,65,0,65-0
760,35,0,35-0
761,35,1,35-1
762,35,0,35-0
763,45,0,45-0
764,15,1,15-1
765,40,1,40-1
766,25,0,25-0
767,60,0,60-0
768,70,0,70-0
769,65,1,65-1
770,20,0,20-0
771,55,0,55-0
772,75,1,75-1
773,30,1,30-1
774,25,1,25-1
775,25,1,25-1
776,55,0,55-0
777,75,1,75-1
778,65,0,65-0
779,20,0,20-0
780,70,0,70-0
781,20,0,20-0
782,35,1,35-1
783,35,1,35-1
784,55,1,55-1
785,60,1,60-1
786,55,0,55-0
787,35,0,35-0
788,30,1,30-1
789,30,1,30-1
790,55,0,55-0
791,30,1,30-1
792,50,0,50-0
793,85,1,85-1
794,25,0,25-0
795,35,0,35-0
796,60,1,60-1
797,25,1,25-1
798,70,0,70-0
799,40,0,40-0
800,70,0,70-0
801,35,1,35-1
802,25,0,25-0
803,50,1,50-1
804,50,1,50-1
805,65,1,65-1
806,20,1,20-1
807,20,1,20-1
808,80,1,80-1
809,25,1,25-1
810,45,1,45-1
811,80,0,80-0
812,70,1,70-1
813,20,1,20-1
814,25,0,25-0
815,85,0,85-0
816,35,0,35-0
817,30,0,30-0
818,80,1,80-1
819,30,0,30-0
820,30,0,30-0
821,40,0,40-0
822,40,1,40-1
823,15,0,15-0
824,85,1,85-1
825,55,0,55-0
826,75,1,75-1
827,20,0,20-0
828,45,0,45-0
829,60,1,60-1
830,55,0,55-0
831,60,0,60-0
832,60,1,60-1
833,75,0,75-0
834,70,1,70-1
835,80,0,80-0
836,25,0,25-0
837,55,1,55-1
838,35,0,35-0
839,30,0,30-0
840,60,1,60-1
841,60,1,60-1
842,75,1,75-1
843,25,1,25-1
844,35,1,35-1
845,40,1,40-1
846,85,0,85-0
847,70,1,70-1
848,60,0,60-0
849,45,0,45-0
850,65,1,65-1
851,60,0,60-0
852,55,0,55-0
853,35,0,35-0
854,65,0,65-0
855,65,1,65-1
856,45,0,45-0
857,60,1,60-1
858,60,1,60-1
859,20,1,20-1
860,60,0,60-0
861,55,1,55-1
862,35,1,35-1
863,65,1,65-1
864,45,0,45-0
865,45,1,45-1
866,55,0,55-0
867,30,0,30-0
868,65,0,65-0
869,40,0,40-0
870,60,0,60-0
871,45,1,45-1
872,65,0,65-0
873,25,0,25-0
874,50,1,50-1
875,70,0,70-0
876,55,1,55-1
877,60,1,60-1
878,60,1,60-1
879,55,1,55-1
880,25,0,25-0
881,25,0,25-0
882,75,0,75-0
883,65,0,65-0
884,30,0,30-0
885,70,1,70-1
886,20,1,20-1
887,75,0,75-0
888,45,0,45-0
889,25,0,25-0
890,45,0,45-0
891,65,0,65-0
892,30,1,30-1
893,65,1,65-1
894,25,0,25-0
895,65,1,65-1
896,45,0,45-0
897,50,0,50-0
898,85,1,85-1
899,55,0,55-0
900,60,1,60-1
901,55,0,55-0
902,15,0,15-0
903,20,0,20-0
904,70,0,70-0
905,40,0,40-0
906,25,0,25-0
907,40,1,40-1
908,20,0,20-0
909,30,0,30-0
910,75,1,75-1
911,30,1,30-1
912,50,1,50-1
913,40,1,40-1
914,65,0,65-0
915,15,0,15-0
916,65,1,65-1
917,35,0,35-0
918,60,0,60-0
919,55,0,55-0
920,45,0,45-0
921,60,1,60-1
922,60,0,60-0
923,15,1,15-1
924,60,1,60-1
925,55,0,55-0
926,60,0,60-0
927,20,1,20-1
928,25,1,25-1
929,30,1,30-1
930,75,0,75-0
931,85,0,85-0
932,15,1,15-1
933,35,0,35-0
934,85,1,85-1
935,30,1,30-1
936,25,0,25-0
937,60,0,60-0
938,40,1,40-1
939,60,0,60-0
940,15,1,15-1
941,70,1,70-1
942,20,1,20-1
943,50,1,50-1
944,65,0,65-0
945,50,0,50-0
946,45,1,45-1
947,30,0,30-0
948,65,1,65-1
949,15,1,15-1
950,60,1,60-1
951,30,0,30-0
952,85,0,85-0
953,40,0,40-0
954,80,1,80-1
955,70,0,70-0
956,35,0,35-0
957,60,1,60-1
958,50,0,50-0
959,65,0,65-0
960,55,1,55-1
961,55,1,55-1
962,45,0,45-0
963,60,0,60-0
964,15,0,15-0
965,35,1,35-1
966,50,0,50-0
967,55,0,55-0
968,65,0,65-0
969,50,0,50-0
970,65,0,65-0
971,65,1,65-1
972,25,1,25-1
973,40,0,40-0
974,55,1,55-1
975,55,0,55-0
976,60,0,60-0
977,50,0,50-0
978,60,0,60-0
979,55,0,55-0
980,25,1,25-1
981,50,1,50-1
982,65,0,65-0
983,65,0,65-0
984,50,0,50-0
985,50,0,50-0
986,45,0,45-0
987,40,1,40-1
988,60,1,60-1
989,45,0,45-0
990,20,0,20-0
991,60,1,60-1
992,35,0,35-0
993,65,0,65-0
994,75,0,75-0
995,25,0,25-0
996,50,1,50-1
997,75,1,75-1
998,70,0,70-0
999,70,0,70-0
1000,60,0,60-0
1001,55,0,55-0
1002,75,1,75-1
1003,85,1,85-1
1004,20,0,20-0
1005,25,0,25-0
1006,15,1,15-1
1007,60,0,60-0
1008,55,1,55-1
1009,45,0,45-0
1010,40,1,40-1
1011,40,0,40-0
1012,50,0,50-0
1013,30,1,30-1
1014,65,1,65-1
1015,60,0,60-0
1016,35,1,35-1
1017,60,1,60-1
1018,80,0,80-0
1019,40,0,40-0
1020,15,0,15-0
1021,75,1,75-1
1022,40,0,40-0
1023,40,0,40-0
1024,80,1,80-1
1025,55,1,55-1
1026,20,1,20-1
1027,15,0,15-0
1028,65,1,65-1
1029,30,1,30-1
1030,50,1,50-1
1031,65,0,65-0
1032,70,1,70-1
1033,40,1,40-1
1034,50,1,50-1
1035,20,1,20-1
1036,45,1,45-1
1037,75,0,75-0
1038,60,1,60-1
1039,70,1,70-1
1040,60,1,60-1
1041,80,1,80-1
1042,40,0,40-0
1043,45,0,45-0
1044,45,1,45-1
1045,45,1,45-1
1046,65,0,65-0
1047,35,1,35-1
1048,50,0,50-0
1049,40,1,40-1
1050,80,0,80-0
1051,55,0,55-0
1052,20,0,20-0
1053,80,0,80-0
1054,35,0,35-0
1055,75,0,75-0
1056,45,0,45-0
1057,20,0,20-0
1058,50,1,50-1
1059,55,0,55-0
1060,40,1,40-1
1061,80,1,80-1
1062,70,0,70-0
1063,85,1,85-1
1064,65,1,65-1
1065,85,0,85-0
1066,20,1,20-1
1067,60,0,60-0
1068,60,1,60-1
1069,40,0,40-0
1070,60,0,60-0
1071,65,0,65-0
1072,65,1,65-1
1073,65,0,65-0
1074,55,0,55-0
1075,70,1,70-1
1076,30,1,30-1
1077,15,0,15-0
1078,70,1,70-1
1079,20,1,20-1
1080,50,1,50-1
1081,80,0,80-0
1082,55,1,55-1
1083,45,1,45-1
1084,70,0,70-0
1085,35,1,35-1
1086,65,0,65-0
1087,75,0,75-0
1088,55,0,55-0
1089,40,1,40-1
1090,60,0,60-0
1091,20,0,20-0
1092,65,1,65-1
1093,50,0,50-0
1094,15,0,15-0
1095,35,1,35-1
1096,45,0,45-0
1097,30,0,30-0
1098,20,1,20-1
1099,50,1,50-1
1100,30,0,30-0
1101,80,0,80-0
1102,55,0,55-0
1103,55,1,55-1
1104,30,1,30-1
1105,50,0,50-0
1106,55,1,55-1
1107,20,1,20-1
1108,75,0,75-0
1109,45,0,45-0
1110,60,1,60-1
1111,30,1,30-1
1112,30,0,30-0
1113,80,0,80-0
1114,60,0,60-0
1115,40,0,40-0
1116,70,0,70-0
1117,25,1,25-1
1118,70,1,70-1
1119,55,1,55-1
1120,25,0,25-0
1121,45,1,45-1
1122,80,1,80-1
1123,30,0,30-0
1124,40,0,40-0
1125,50,0,50-0
1126,25,1,25-1
1127,50,0,50-0
1128,40,0,40-0
1129,50,0,50-0
1130,75,1,75-1
1131,30,0,30-0
1132,20,1,20-1
1133,80,1,80-1
1134,35,1,35-1
1135,65,1,65-1
1136,55,1,55-1
1137,25,1,25-1
1138,55,1,55-1
1139,35,0,35-0
1140,45,0,45-0
1141,75,0,75-0
1142,50,1,50-1
1143,65,1,65-1
1144,70,1,70-1
1145,75,0,75-0
1146,60,1,60-1
1147,80,1,80-1
1148,55,0,55-0
1149,20,0,20-0
1150,20,0,20-0
1151,70,0,70-0
1152,60,1,60-1
1153,20,1,20-1
1154,45,0,45-0
1155,45,1,45-1
1156,45,1,45-1
1157,60,1,60-1
1158,45,0,45-0
1159,15,0,15-0
1160,75,0,75-0
1161,80,0,80-0
1162,40,0,40-0
1163,50,0,50-0
1164,50,1,50-1
1165,50,0,50-0
1166,50,1,50-1
1167,60,1,60-1
1168,55,0,55-0
1169,60,1,60-1
1170,75,0,75-0
1171,60,1,60-1
1172,85,0,85-0
1173,85,0,85-0
1174,55,1,55-1
1175,35,1,35-1
1176,55,1,55-1
1177,60,1,60-1
1178,80,0,80-0
1179,40,1,40-1
1180,15,0,15-0
1181,75,0,75-0
1182,30,1,30-1
1183,30,1,30-1
1184,80,0,80-0
1185,40,0,40-0
1186,20,0,20-0
1187,25,1,25-1
1188,30,1,30-1
1189,55,0,55-0
1190,55,1,55-1
1191,30,1,30-1
1192,65,1,65-1
1193,55,0,55-0
1194,70,1,70-1
1195,35,1,35-1
1196,40,0,40-0
1197,80,0,80-0
1198,40,0,40-0
1199,50,1,50-1
1200,60,1,60-1
1201,30,0,30-0
1202,50,0,50-0
1203,50,1,50-1
1204,35,1,35-1
1205,65,0,65-0
1206,65,1,65-1
1207,60,1,60-1
1208,35,1,35-1
1209,45,0,45-0
1210,80,0,80-0
1211,20,1,20-1
1212,40,1,40-1
1213,65,0,65-0
1214,75,0,75-0
1215,50,0,50-0
1216,55,0,55-0
1217,25,1,25-1
1218,60,1,60-1
1219,60,0,60-0
1220,25,1,25-1
1221,25,0,25-0
1222,65,1,65-1
1223,65,1,65-1
1224,50,1,50-1
1225,75,0,75-0
1226,50,0,50-0
1227,65,0,65-0
1228,60,1,60-1
1229,65,0,65-0
1230,50,1,50-1
1231,60,1,60-1
1232,55,0,55-0
1233,55,1,55-1
1234,55,0,55-0
1235,50,0,50-0
1236,35,1,35-1
1237,55,0,55-0
1238,75,0,75-0
1239,45,0,45-0
1240,40,1,40-1
1241,30,1,30-1
1242,50,0,50-0
1243,75,0,75-0
1244,70,1,70-1
1245,35,1,35-1
1246,50,1,50-1
1247,65,0,65-0
1248,25,1,25-1
1249,45,0,45-0
1250,30,0,30-0
1251,65,0,65-0
1252,70,0,70-0
1253,85,1,85-1
1254,20,0,20-0
1255,50,0,50-0
1256,50,0,50-0
1257,30,1,30-1
1258,25,1,25-1
1259,60,1,60-1
1260,65,1,65-1
1261,55,1,55-1
1262,50,0,50-0
1263,25,1,25-1
1264,70,1,70-1
1265,40,0,40-0
1266,70,0,70-0
1267,30,0,30-0
1268,60,1,60-1
1269,45,1,45-1
1270,80,0,80-0
1271,60,0,60-0
1272,35,0,35-0
1273,20,1,20-1
1274,45,0,45-0
1275,65,0,65-0
1276,35,0,35-0
1277,60,1,60-1
1278,60,0,60-0
1279,45,0,45-0
1280,80,0,80-0
1281,55,0,55-0
1282,55,0,55-0
1283,85,1,85-1
1284,50,0,50-0
1285,35,1,35-1
1286,25,1,25-1
1287,85,0,85-0
1288,40,1,40-1
1289,40,0,40-0
1290,25,0,25-0
1291,60,1,60-1
1292,70,0,70-0
1293,55,0,55-0
1294,60,0,60-0
1295,20,0,20-0
1296,30,1,30-1
1297,55,1,55-1
1298,35,1,35-1
1299,50,0,50-0
1300,80,0,80-0
1301,40,1,40-1
1302,35,1,35-1
1303,20,0,20-0
1304,45,1,45-1
1305,55,0,55-0
1306,60,1,60-1
1307,75,1,75-1
1308,40,1,40-1
1309,20,1,20-1
1310,35,0,35-0
1311,40,1,40-1
1312,70,0,70-0
1313,65,1,65-1
1314,70,1,70-1
1315,40,0,40-0
1316,15,0,15-0
1317,60,1,60-1
1318,30,0,30-0
1319,65,0,65-0
1320,50,0,50-0
1321,30,0,30-0
1322,65,1,65-1
1323,45,1,45-1
1324,65,1,65-1
1325,60,1,60-1
1326,45,1,45-1
1327,75,0,75-0
1328,60,0,60-0
1329,75,1,75-1
1330,45,0,45-0
1331,55,1,55-1
1332,40,0,40-0
1333,30,0,30-0
1334,25,1,25-1
1335,55,0,55-0
1336,30,0,30-0
1337,35,0,35-0
1338,20,1,20-1
1339,35,1,35-1
1340,55,0,55-0
1341,75,0,75-0
1342,35,0,35-0
1343,65,1,65-1
1344,65,0,65-0
1345,35,1,35-1
1346,60,0,60-0
1347,40,0,40-0
1348,85,0,85-0
1349,65,1,65-1
1350,35,1,35-1
1351,15,0,15-0
1352,60,1,60-1
1353,20,0,20-0
1354,20,0,20-0
1355,45,0,45-0
1356,35,0,35-0
1357,60,1,60-1
1358,65,0,65-0
1359,75,1,75-1
1360,75,1,75-1
